"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"1575","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","27,272","39","10","2025","황물로 150","202604~202806","신규","-","",""
"1576","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","30,592","43","6","2025","황물로 150","202604~202806","신규","-","",""
"1577","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","40.2900","202604","15","21,440","30","11","2025","황물로 150","202604~202806","신규","-","",""
"1578","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","55.9300","202604","15","31,680","45","14","2025","황물로 150","202604~202806","신규","-","",""
"1579","서울특별시 강남구 역삼동","826-30","0826","0030","강남뉴스텔","월세","30.9600","202604","15","1,300","105","8","1998","테헤란로4길 34","202604~202704","신규","-","",""
"1580","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","31,168","44","9","2025","황물로 150","202604~202806","신규","-","",""
"1581","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","30,592","43","5","2025","황물로 150","202604~202806","신규","-","",""
"1582","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","26,432","38","3","2025","황물로 150","202604~202806","신규","-","",""
"1583","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","40.2900","202604","15","18,368","27","6","2025","황물로 150","202604~202806","신규","-","",""
"1584","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","55.9300","202604","15","31,424","44","14","2025","황물로 150","202604~202806","신규","-","",""
"1585","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","40.2900","202604","15","18,984","28","15","2025","황물로 150","202604~202806","신규","-","",""
"1586","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","30,208","43","3","2025","황물로 150","202604~202806","신규","-","",""
"1587","서울특별시 동대문구 답십리동","530-14","0530","0014","답십리 530-14 오피스텔","월세","56.0800","202604","15","30,592","43","5","2025","황물로 150","202604~202806","신규","-","",""
"1588","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","월세","23.8500","202604","15","1,000","70","14","2015","천호대로 257","202604~202804","신규","-","",""
"1589","서울특별시 동대문구 답십리동","999","0999","0000","청계벽산메가트리움","월세","31.8600","202604","15","2,000","57","15","2006","천호대로 241","202604~202704","신규","-","",""
"1590","서울특별시 양천구 목동","514-18","0514","0018","어바니엘","월세","19.1700","202604","15","1,000","70","10","2018","공항대로 630","202605~202704","신규","-","",""
"1591","서울특별시 양천구 목동","916","0916","0000","현대하이페리온","월세","87.5000","202604","15","30,000","250","41","2003","목동동로 257","202606~202806","신규","-","",""
"1592","서울특별시 양천구 목동","907","0907","0000","현대월드타워","월세","38.0700","202604","15","1,000","65","23","1999","목동서로 77","202604~202704","신규","-","",""
"1593","서울특별시 양천구 목동","607-22","0607","0022","파크아리온","전세","36.1700","202604","15","26,500","0","7","2018","목동중앙북로7가길 38","202605~202805","갱신","-","26,250","0"
"1594","서울특별시 강서구 염창동","262","0262","0000","염창투웨니퍼스트","월세","28.5700","202604","15","5,000","80","3","2019","공항대로81길 35","202605~202805","신규","-","",""
"1595","서울특별시 강서구 염창동","241-11","0241","0011","맥시하우스","전세","15.6000","202604","15","15,500","0","8","2018","양천로63길 8","202604~202804","신규","-","",""
"1596","서울특별시 강남구 삼성동","113-4","0113","0004","삼성동 파크엘나인","월세","20.7000","202604","15","3,000","120","10","2021","봉은사로 426","202604~202704","신규","-","",""
"1597","서울특별시 강남구 삼성동","143-23","0143","0023","어반 포레스트 삼성","월세","38.7900","202604","15","2,000","250","3","2023","테헤란로77길 11-11","202604~202704","신규","-","",""
"1598","서울특별시 강남구 삼성동","157-14","0157","0014","현대썬앤빌 삼성역","월세","28.3400","202604","15","35,000","25","15","2019","테헤란로83길 19","202605~202805","신규","-","",""
"1599","서울특별시 동대문구 신설동","100-2","0100","0002","청광플러스원 청계Ⅱ","월세","17.5600","202604","15","16,000","10","15","2021","청계천로 439","202604~202804","신규","-","",""
"1600","서울특별시 광진구 군자동","476-2","0476","0002","(476-2)","월세","29.6400","202604","15","1,000","75","5","2003","군자로 180","202604~202804","신규","-","",""
"1601","서울특별시 광진구 화양동","174","0174","0000","건대 트레비앙 오피스텔","월세","17.4600","202604","15","1,000","100","8","2023","광나루로 374","202604~202704","신규","-","",""
"1602","서울특별시 강남구 수서동","716","0716","0000","사이룩스","월세","42.1300","202604","15","5,000","110","16","2003","광평로 295","202604~202804","신규","-","",""
"1603","서울특별시 강서구 등촌동","684-3","0684","0003","대룡드림타워-1","월세","30.3200","202604","15","13,100","10","3","2004","강서로 462","202605~202805","신규","-","",""
"1604","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","월세","28.3000","202604","15","23,900","13","5","2020","공항대로59다길 39","202605~202805","갱신","-","23,900","10"
"1605","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","월세","28.6100","202604","15","23,000","10","3","2020","공항대로59다길 39","202604~202804","신규","-","",""
"1606","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","월세","29.0700","202604","15","20,000","23","11","2020","공항대로59다길 39","202606~202806","신규","-","",""
"1607","서울특별시 강서구 등촌동","656-36","0656","0036","아이디움","월세","17.3100","202604","15","500","57","10","2014","화곡로64길 28","202605~202705","갱신","-","500","54"
"1608","서울특별시 광진구 능동","222-2","0222","0002","군자 아델리제","월세","17.6500","202604","15","1,000","90","3","2019","천호대로 570","202605~202705","신규","-","",""
"1609","서울특별시 종로구 내수동","75","0075","0000","용비어천가","월세","37.5600","202604","15","1,000","103","5","2004","새문안로3길 36","202605~202705","신규","-","",""
"1610","서울특별시 종로구 내수동","75","0075","0000","용비어천가","전세","33.0000","202604","15","23,500","0","13","2004","새문안로3길 36","202604~202704","갱신","-","23,000","0"
"1611","서울특별시 성동구 마장동","474-5","0474","0005","고운타워","월세","23.8000","202604","15","3,000","45","8","2010","고산자로 345","202604~202804","신규","-","",""
"1612","서울특별시 성동구 도선동","102","0102","0000","소미골드라인","월세","24.6100","202604","15","24,000","5","8","2021","왕십리로22길 22","202605~202805","갱신","-","24,000","0"
"1613","서울특별시 성동구 홍익동","146-1","0146","0001","비앤리베스텔","월세","15.9200","202604","15","3,700","65","10","2018","왕십리로20길 40","202605~202805","갱신","-","3,700","62"
"1614","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","월세","30.8100","202604","15","7,000","55","10","2003","왕십리로 390","202605~202705","갱신","-","5,000","50"
"1615","서울특별시 용산구 한강로2가","2-11","0002","0011","한강로 대우아이빌","전세","34.8300","202604","15","24,000","0","2","2004","한강대로43길 13","202605~202805","신규","-","",""
"1616","서울특별시 용산구 문배동","24-6","0024","0006","용산씨제이나인파크","전세","71.3900","202604","15","59,000","0","11","2007","백범로90다길 12","202605~202805","신규","-","",""
"1617","서울특별시 강서구 화곡동","1111-4","1111","0004","포유","월세","18.7200","202604","15","500","70","9","2018","화곡로 342","202604~202704","신규","-","",""
"1618","서울특별시 강서구 화곡동","1063-8","1063","0008","서안EZtel","월세","32.8100","202604","15","1,000","55","4","2001","화곡로 185","202604~202804","신규","-","",""
"1619","서울특별시 강서구 화곡동","1065-6","1065","0006","강서포스텔","월세","42.1600","202604","15","13,000","20","6","1998","강서로33길 19","202606~202806","신규","-","",""
"1620","서울특별시 강서구 화곡동","901-5","0901","0005","(901-5)","월세","17.6400","202604","15","500","65","6","2012","강서로5가길 40","202604~202804","신규","-","",""
"1621","서울특별시 강서구 화곡동","937-7","0937","0007","도양라비앙오피스텔","월세","29.3400","202604","15","12,000","25","8","2019","월정로18길 17","202605~202805","신규","-","",""
"1622","서울특별시 강서구 화곡동","24-576","0024","0576","(24-576)","월세","21.6000","202604","15","1,500","68","4","2002","화곡로42나길 6-3","202604~202804","신규","-","",""
"1623","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","월세","17.9300","202604","15","1,000","110","15","2023","청파로 454","202606~202706","갱신","사용","1,000","105"
"1624","서울특별시 중구 황학동","959","0959","0000","메르센트","전세","29.9700","202604","15","33,000","0","10","2022","마장로18길 16","202606~202806","신규","-","",""
"1625","서울특별시 중구 황학동","1752","1752","0000","골든빌","월세","95.6000","202604","15","2,000","50","8","2001","난계로17길 43","202604~202804","신규","-","",""
"1626","서울특별시 중구 황학동","787","0787","0000","한양 I-Class","월세","19.0500","202604","15","10,800","25","11","2013","난계로 173","202606~202806","신규","-","",""
"1627","서울특별시 중구 황학동","1229","1229","0000","힐스테이트 청계 센트럴","전세","34.9300","202604","15","35,500","0","19","2024","마장로 95","202607~202807","신규","-","",""
"1628","서울특별시 강서구 가양동","194-2","0194","0002","마곡지웰에스테이트","전세","17.4400","202604","15","9,820","0","3","2014","양천로49길 54","202605~202805","갱신","사용","9,930","0"
"1629","서울특별시 강서구 가양동","448-11","0448","0011","가양글로벌퍼스트","월세","28.1200","202604","15","23,170","9","6","2018","화곡로72길 62","202607~202807","신규","-","",""
"1630","서울특별시 종로구 숭인동","313-17","0313","0017","우평 원더라움 스투디오","전세","24.7900","202604","15","27,000","0","13","2022","지봉로 22","202604~202804","갱신","사용","27,500","0"
"1631","서울특별시 종로구 숭인동","201-7","0201","0007","아폴리움 오피스텔","월세","15.2000","202604","15","1,000","70","7","2016","난계로29길 31","202604~202704","신규","-","",""
"1632","서울특별시 종로구 숭인동","1425","1425","0000","한라 운종가","월세","21.1400","202604","15","20,000","10","5","2022","종로66길 27","202606~202805","신규","-","",""
"1633","서울특별시 중구 오장동","148-16","0148","0016","남산 센트럴시티 투웨니퍼스트","전세","18.2800","202604","15","21,500","0","17","2022","마른내로 115-1","202604~202804","갱신","사용","20,500","0"
"1634","서울특별시 성동구 성수동1가","26-3","0026","0003","EPISODE Seong Su 121","월세","17.4000","202604","14","1,000","142","9","2019","뚝섬로3길 22","202606~202706","갱신","-","1,000","140"
"1635","서울특별시 중구 충무로2가","48-2","0048","0002","명동 엠퍼스트플레이스","전세","18.6000","202604","14","18,800","0","5","2007","삼일대로8길 15-1","202604~202804","신규","-","",""
"1636","서울특별시 양천구 신정동","318-1","0318","0001","목동대림아크로텔","전세","56.5000","202604","14","40,000","0","11","2004","목동서로 277","202605~202805","신규","-","",""
"1637","서울특별시 성동구 금호동1가","1755","1755","0000","금호힐오피스텔","월세","29.9700","202604","14","1,000","70","3","2002","금호로 94","202605~202705","신규","-","",""
"1638","서울특별시 용산구 동자동","56","0056","0000","트윈시티 남산","월세","29.6100","202604","14","500","155","17","2015","한강대로 366","202604~202804","신규","-","",""
"1639","서울특별시 동대문구 신설동","109-8","0109","0008","청광플러스원청계","월세","16.7900","202604","14","16,200","5","6","2020","청계천로 425","202606~202806","갱신","사용","16,800","0"
"1640","서울특별시 종로구 숭인동","1392-1","1392","0001","종로 아인스빌","월세","17.8800","202604","14","9,000","20","7","2013","난계로29가길 19","202607~202807","신규","-","",""
"1641","서울특별시 용산구 동자동","56","0056","0000","트윈시티 남산","전세","25.3700","202604","14","26,000","0","2","2015","한강대로 366","202604~202804","신규","-","",""
"1642","서울특별시 중구 묵정동","32-5","0032","0005","충무로역 스위트엠","월세","18.5700","202604","14","1,000","95","8","2021","퇴계로 248","202606~202802","신규","-","",""
"1643","서울특별시 강남구 역삼동","603-5","0603","0005","더스위트캐슬","월세","20.6100","202604","14","1,000","115","13","2015","봉은사로 138","202604~202704","신규","-","",""
"1644","서울특별시 마포구 성산동","593-11","0593","0011","상암 카리스 다올림 오피스텔","월세","29.9900","202604","14","24,900","5","13","2018","모래내로3길 7","202605~202805","신규","-","",""
"1645","서울특별시 강남구 역삼동","735-11","0735","0011","신일유토빌","월세","61.0600","202604","14","36,000","20","10","2003","논현로87길 41","202606~202806","신규","-","",""
"1646","서울특별시 종로구 숭인동","313-17","0313","0017","우평 원더라움 스투디오","전세","24.7900","202604","14","26,500","0","4","2022","지봉로 22","202605~202805","신규","-","",""
"1647","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","월세","17.5700","202604","14","1,000","85","6","2019","언주로85길 32","202604~202704","신규","-","",""
"1648","서울특별시 동대문구 답십리동","498-5","0498","0005","메트로팰리스","월세","20.2200","202604","14","1,000","60","10","2005","천호대로 247","202604~202704","신규","-","",""
"1649","서울특별시 강남구 삼성동","157-18","0157","0018","(157-18)","전세","33.1500","202604","14","21,000","0","8","1999","테헤란로83길 11","202605~202805","신규","-","",""
"1650","서울특별시 도봉구 창동","181-46","0181","0046","플러스 오피스텔","전세","41.1800","202604","14","11,300","0","2","2003","도봉로136길 80","202605~202805","신규","-","",""
"1651","서울특별시 동대문구 답십리동","530-4","0530","0004","보광타워","월세","28.1400","202604","14","15,000","50","7","2019","황물로 90","202605~202805","신규","-","",""
"1652","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌 청계","전세","18.8400","202604","14","10,700","0","3","2016","고미술로 71","202605~202805","신규","-","",""
"1653","서울특별시 동대문구 청량리동","235-6","0235","0006","힐스테이트 청량리역","전세","21.2000","202604","14","24,600","0","12","2023","왕산로 239","202605~202805","신규","-","",""
"1654","서울특별시 강서구 화곡동","918-15","0918","0015","(918-15)","월세","33.3700","202604","14","1,000","60","5","1997","강서로7길 52-3","202604~202804","신규","-","",""
"1655","서울특별시 강남구 삼성동","75-8","0075","0008","우림보보카운티 오피스텔","전세","26.7700","202604","14","23,000","0","11","2004","봉은사로 507","202605~202805","신규","-","",""
"1656","서울특별시 강남구 삼성동","51-4","0051","0004","현대썬앤빌강남","월세","22.4700","202604","14","19,000","33","13","2014","봉은사로 477","202605~202805","신규","-","",""
"1657","서울특별시 성동구 도선동","102","0102","0000","소미골드라인","전세","24.6100","202604","14","25,830","0","10","2021","왕십리로22길 22","202606~202806","신규","-","",""
"1658","서울특별시 도봉구 창동","1-28","0001","0028","씨드큐브 창동","월세","29.9000","202604","14","5,500","64","43","2023","마들로13길 61","202604~202804","신규","-","",""
"1659","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","월세","30.2200","202604","14","3,000","160","8","2015","남부순환로 2927","202604~202704","신규","-","",""
"1660","서울특별시 서대문구 연희동","188-57","0188","0057","(188-57)","월세","19.9400","202604","14","3,000","55","5","2003","연희로 93","202605~202705","신규","-","",""
"1661","서울특별시 광진구 중곡동","158-8","0158","0008","JS더빌","전세","14.2600","202604","14","10,300","0","4","2009","능동로38길 15-4","202605~202805","신규","-","",""
"1662","서울특별시 성동구 용답동","229-4","0229","0004","MC타워","월세","43.5300","202604","14","3,000","180","9","2025","천호대로 388","202604~202704","신규","-","",""
"1663","서울특별시 중구 오장동","148-16","0148","0016","남산 센트럴시티 투웨니퍼스트","전세","18.2800","202604","14","21,200","0","4","2022","마른내로 115-1","202605~202804","갱신","사용","21,200","0"
"1664","서울특별시 서대문구 대현동","37-19","0037","0019","대현 3719 오피스텔","월세","19.6000","202604","14","3,475","16","8","2023","이화여대3길 24","202607~202806","갱신","-","3,470","36"
"1665","서울특별시 은평구 녹번동","19-121","0019","0121","은평 미드스퀘어","월세","18.7400","202604","14","1,000","63","6","2020","통일로 636","202604~202704","신규","-","",""
"1666","서울특별시 강서구 화곡동","981-10","0981","0010","포엠빌 화곡1차","월세","28.3800","202604","14","2,000","95","2","2023","화곡로 286-4","202604~202704","신규","-","",""
"1667","서울특별시 강북구 수유동","48-1","0048","0001","제네스타워","월세","31.6500","202604","14","11,500","25","12","2012","덕릉로 82","202605~202805","신규","-","",""
"1668","서울특별시 마포구 염리동","164-4","0164","0004","삼부골든타워","월세","32.5000","202604","14","1,000","87","8","2003","독막로 295","202605~202705","갱신","사용","1,000","83"
"1669","서울특별시 광진구 구의동","589-10","0589","0010","구의아크로리버","월세","38.3200","202604","14","1,000","100","3","2004","구의강변로 64","202604~202704","신규","-","",""
"1670","서울특별시 광진구 구의동","251-34","0251","0034","신도브래뉴오피스텔","월세","32.1700","202604","14","1,000","78","7","2003","자양로 138","202604~202704","신규","-","",""
"1671","서울특별시 마포구 신수동","103-6","0103","0006","금강오피스텔","월세","24.2400","202604","14","12,200","8","5","2002","창전로 72","202605~202805","신규","-","",""
"1672","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","월세","17.5700","202604","14","1,000","94","5","2019","언주로85길 32","202606~202706","갱신","-","1,000","90"
"1673","서울특별시 은평구 응암동","748-3","0748","0003","한성벨라트리","전세","29.6700","202604","14","20,000","0","7","2019","가좌로 186","202606~202806","신규","-","",""
"1674","서울특별시 동대문구 장안동","365-9","0365","0009","케이타워","월세","22.6800","202604","14","500","85","13","2020","장한로 98","202604~202804","신규","-","",""
"1675","서울특별시 강서구 가양동","1479-9","1479","0009","휴먼빌","월세","25.6400","202604","14","1,000","53","8","2004","양천로57길 9-13","202605~202705","갱신","-","1,000","50"
"1676","서울특별시 강서구 가양동","187-7","0187","0007","플래티노","월세","17.2400","202604","14","2,000","60","10","2020","양천로49길 34","202606~202706","신규","-","",""
"1677","서울특별시 강서구 가양동","194-2","0194","0002","마곡지웰에스테이트","월세","17.4400","202604","14","500","52","5","2014","양천로49길 54","202604~202704","신규","-","",""
"1678","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","월세","17.5700","202604","14","1,000","87","11","2019","언주로85길 32","202604~202704","신규","-","",""
"1679","서울특별시 서대문구 연희동","88-11","0088","0011","정연지오빌ll","월세","22.2300","202604","14","1,000","70","6","2003","연희로 128","202605~202804","신규","-","",""
"1680","서울특별시 마포구 신수동","103-6","0103","0006","금강오피스텔","월세","22.6800","202604","14","11,400","8","3","2002","창전로 72","202606~202806","신규","-","",""
"1681","서울특별시 서대문구 연희동","121-4","0121","0004","오벨리스크","월세","20.3900","202604","14","10,200","5","3","2002","증가로 33","202606~202806","신규","-","",""
"1682","서울특별시 서대문구 연희동","121-4","0121","0004","오벨리스크","월세","20.3900","202604","14","8,100","15","3","2002","증가로 33","202606~202806","신규","-","",""
"1683","서울특별시 노원구 중계동","509-1","0509","0001","씨앤미","월세","47.7500","202604","14","1,000","80","4","2004","동일로204가길 34","202606~202806","신규","-","",""
"1684","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","월세","19.9300","202604","14","3,000","55","10","2013","구룡길 19","202606~202706","갱신","-","1,000","60"
"1685","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","월세","33.8300","202604","14","1,000","130","12","2017","월드컵북로54길 25","202604~202704","신규","-","",""
"1686","서울특별시 강서구 염창동","242-5","0242","0005","등촌노블레르","월세","27.6400","202604","14","2,000","91","7","2020","양천로65길 40","202605~202705","신규","-","",""
"1687","서울특별시 강서구 염창동","282-24","0282","0024","하우스B","월세","19.1200","202604","14","1,000","79","6","2022","공항대로 625","202604~202704","신규","-","",""
"1688","서울특별시 서대문구 연희동","121-4","0121","0004","오벨리스크","월세","20.3900","202604","14","8,100","16","3","2002","증가로 33","202606~202806","신규","-","",""
"1689","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","월세","17.5700","202604","14","500","92","5","2019","언주로85길 32","202605~202705","갱신","-","500","88"
"1690","서울특별시 강남구 역삼동","825-20","0825","0020","강남역 센트럴 푸르지오 시티","전세","24.6100","202604","14","25,000","0","19","2015","테헤란로4길 6","202605~202805","신규","-","",""
"1691","서울특별시 마포구 도화동","555","0555","0000","마포 한화 오벨리스크","월세","33.9300","202604","14","2,000","130","22","2004","마포대로 33","202604~202704","신규","-","",""
"1692","서울특별시 동대문구 용두동","236-1","0236","0001","신설동역대우아이빌","전세","30.2900","202604","14","13,000","0","12","2004","왕산로 52","202605~202805","신규","-","",""
"1693","서울특별시 동대문구 용두동","104-3","0104","0003","동대문 푸르지오시티","월세","23.4700","202604","14","15,700","20","21","","왕산로 86","-","-","-","",""
"1694","서울특별시 동대문구 장안동","342-8","0342","0008","더아모르","월세","26.5300","202604","14","18,000","33","3","2023","장한로24길 35","202606~202806","신규","-","",""
"1695","서울특별시 동대문구 장안동","364-3","0364","0003","드플랏장안","전세","45.2300","202604","14","34,500","0","10","2024","장한로 82","202606~202806","신규","-","",""
"1696","서울특별시 강남구 역삼동","825-20","0825","0020","강남역 센트럴 푸르지오 시티","전세","24.6300","202604","14","25,000","0","9","2015","테헤란로4길 6","202605~202805","신규","-","",""
"1697","서울특별시 강서구 등촌동","565-5","0565","0005","The ZAHA","월세","25.3700","202604","14","24,000","16","8","2021","등촌로 81","202606~202806","신규","-","",""
"1698","서울특별시 마포구 신수동","103-6","0103","0006","금강오피스텔","월세","22.6800","202604","14","11,400","7","4","2002","창전로 72","202606~202805","신규","-","",""
"1699","서울특별시 마포구 공덕동","26-7","0026","0007","백상프로포즈오피스텔","전세","56.1400","202604","14","33,000","0","17","2012","만리재로 105","202605~202805","신규","-","",""
"1700","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로 대우 아이빌","월세","38.5600","202604","14","13,000","65","2","2004","테헤란로 428","202604~202804","갱신","사용","13,000","60"
"1701","서울특별시 강서구 등촌동","631","0631","0000","등촌동두산위브센티움","월세","28.4500","202604","14","1,000","70","3","2004","양천로 564","202606~202706","신규","-","",""
"1702","서울특별시 강남구 세곡동","616","0616","0000","강남 드림하이 오피스텔","월세","34.6000","202604","14","5,000","105","6","2018","헌릉로569길 21-30","202607~202707","갱신","사용","5,000","100"
"1703","서울특별시 강서구 등촌동","628","0628","0000","등촌동노블리움오피스텔","월세","23.3200","202604","14","1,000","50","8","2005","양천로 500","202604~202704","신규","-","",""
"1704","서울특별시 강서구 등촌동","656-52","0656","0052","강서메트로칸","월세","17.3400","202604","14","500","54","12","2013","공항대로45가길 11","202605~202705","갱신","-","500","52"
"1705","서울특별시 강서구 등촌동","628-17","0628","0017","강변샤르망3단지","전세","63.1600","202604","14","37,000","0","12","2005","공항대로45길 95","202605~202805","신규","-","",""
"1706","서울특별시 중랑구 상봉동","102-5","0102","0005","제이타운Ⅲ","월세","24.2200","202604","14","1,000","68","4","2017","면목로92길 33-5","202604~202704","신규","-","",""
"1707","서울특별시 광진구 자양동","779","0779","0000","타워더모스트광진아크로텔","월세","23.9700","202604","14","20,000","20","6","2014","아차산로 355","202606~202806","신규","-","",""
"1708","서울특별시 중구 황학동","1173","1173","0000","신당 큐브스테이트","월세","23.4600","202604","14","22,000","9","3","2022","마장로 110","202605~202805","신규","-","",""
"1709","서울특별시 중구 황학동","1229","1229","0000","힐스테이트 청계 센트럴","전세","51.2200","202604","14","51,400","0","14","2024","마장로 95","202608~202808","갱신","사용","49,000","0"
"1710","서울특별시 중구 황학동","882","0882","0000","황학동 코아루","전세","41.6800","202604","14","28,600","0","5","2010","난계로11길 30","202604~202704","신규","-","",""
"1711","서울특별시 중구 황학동","1565","1565","0000","벨로하우스황학","월세","34.9000","202604","14","23,000","10","3","2018","난계로17길 19-3","202605~202805","신규","-","",""
"1712","서울특별시 중구 황학동","823","0823","0000","소미골드라인Ⅱ","전세","37.6800","202604","14","39,000","0","7","2022","마장로18길 30","202605~202805","신규","-","",""
"1713","서울특별시 중구 황학동","19","0019","0000","주건축물제1동","전세","41.4100","202604","14","27,000","0","10","2017","마장로9길 49-15","202605~202805","신규","-","",""
"1714","서울특별시 도봉구 방학동","719-2","0719","0002","북한산현대렉시온오피스텔","월세","33.7600","202604","14","500","75","10","2004","도봉로152길 16","202604~202704","신규","-","",""
"1715","서울특별시 은평구 진관동","100-6","0100","0006","메이플카운티2차","월세","22.7800","202604","14","1,000","63","5","2015","진관2로 12","202604~202704","신규","-","",""
"1716","서울특별시 중랑구 상봉동","89","0089","0000","위버루체 정진","월세","36.3200","202604","14","15,000","43","15","2024","면목로96길 66","202604~202804","갱신","사용","15,000","40"
"1717","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","월세","25.7400","202604","14","5,000","58","8","2003","왕십리로 390","202605~202805","신규","-","",""
"1718","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","월세","30.8100","202604","14","15,000","15","8","2003","왕십리로 390","202607~202806","갱신","사용","15,000","10"
"1719","서울특별시 중구 묵정동","32-5","0032","0005","충무로역 스위트엠","전세","18.5700","202604","14","22,000","0","7","2021","퇴계로 248","202604~202804","신규","-","",""
"1720","서울특별시 중랑구 중화동","208-4","0208","0004","중화동 범양프레체","월세","22.2100","202604","14","1,000","55","4","2012","중랑천로14길 58","202604~202804","신규","-","",""
"1721","서울특별시 광진구 화양동","21-20","0021","0020","광진캠퍼스시티","월세","16.0800","202604","14","1,000","75","9","2017","동일로 178","202604~202704","신규","-","",""
"1722","서울특별시 중랑구 묵동","163-4","0163","0004","EPISODE1(에피소드원)","월세","15.8700","202604","14","10,500","9","5","2019","중랑역로 272-6","202606~202806","신규","-","",""
"1723","서울특별시 마포구 신정동","96-32","0096","0032","농은오피스텔","월세","24.3600","202604","14","1,000","60","3","2002","창전로 12","202605~202705","갱신","-","1,000","57"
"1724","서울특별시 마포구 공덕동","1-13","0001","0013","에이크로아이트 마포","전세","37.6300","202604","14","43,000","0","17","2024","만리재로 125","202606~202806","신규","-","",""
"1725","서울특별시 동대문구 전농동","620-56","0620","0056","힐스테이트 청량리 더퍼스트","전세","59.2800","202604","14","55,000","0","5","2023","왕산로36길 6","202605~202805","신규","-","",""
"1726","서울특별시 강남구 자곡동","655","0655","0000","강남 푸르지오시티 2차(PRUGIO CITYⅡ)","월세","22.4400","202604","14","12,000","40","9","2014","자곡로 192","202604~202706","신규","-","",""
"1727","서울특별시 종로구 숭인동","317-48","0317","0048","헤스티아","전세","14.7100","202604","14","13,000","0","17","2020","종로56길 37","202605~202805","신규","-","",""
"1728","서울특별시 강서구 화곡동","24-137","0024","0137","(24-137)","월세","29.3300","202604","14","3,700","35","4","1997","화곡로42가길 28","202604~202804","신규","-","",""
"1729","서울특별시 구로구 오류동","48-2","0048","0002","칸타빌레 8차","월세","17.3000","202604","14","1,000","70","14","2022","경인로20나길 12","202604~202704","신규","-","",""
"1730","서울특별시 관악구 신림동","534-2","0534","0002","길상 오피스텔","월세","19.3200","202604","14","9,500","10","2","2002","신사로 76","202605~202805","신규","-","",""
"1731","서울특별시 영등포구 영등포동1가","121-5","0121","0005","여의도리슈빌DS","월세","21.4100","202604","14","5,000","70","4","2020","신길로 287","202605~202705","신규","-","",""
"1732","서울특별시 영등포구 영등포동1가","118","0118","0000","소미여의도골드라인","전세","22.5100","202604","14","20,000","0","8","2020","경인로 888-4","202604~202704","갱신","-","20,000","0"
"1733","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","월세","28.2400","202604","14","20,250","20","11","2014","당산로 203","202606~202806","갱신","-","20,400","20"
"1734","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","월세","24.1200","202604","14","12,000","28","9","2013","당산로45길 1","202604~202804","갱신","-","12,000","28"
"1735","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","전세","25.5900","202604","14","20,000","0","12","2013","당산로45길 1","202604~202804","신규","-","",""
"1736","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","월세","27.1900","202604","14","19,800","25","13","2013","당산로45길 1","202605~202805","신규","-","",""
