시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 금천구 독산동,148-30,메트로65,전세,53.5,"35,700",0,시흥대로139길 36,오피스텔
서울특별시 금천구 독산동,148-30,메트로65,전세,53.5,"35,700",0,시흥대로139길 36,오피스텔
서울특별시 금천구 독산동,292-2,수아주 신독산,월세,16.83,"1,000",65,시흥대로115길 13,오피스텔
서울특별시 금천구 독산동,1008-11,상떼빌 신독산역,전세,26.19,"21,000",0,시흥대로105길 12,오피스텔
서울특별시 금천구 독산동,1031-20,리치힐스,월세,15.84,"9,000",9,시흥대로102길 37,오피스텔
서울특별시 금천구 독산동,292-21,독산헤리츠타워,월세,46.54,"17,258",17,범안로21길 28,오피스텔
서울특별시 금천구 독산동,333-1,에비앙씨티,전세,31.87,"28,000",0,범안로11길 78,오피스텔
서울특별시 금천구 독산동,973-36,보람타운,월세,24.21,"5,500",80,독산로101길 24,오피스텔
서울특별시 금천구 독산동,301-15,(301-15),전세,21.93,"21,300",0,가산로3길 41,오피스텔
서울특별시 금천구 독산동,962-42,THE VIEW,월세,37.42,"25,000",15,독산로 345,오피스텔
서울특별시 금천구 독산동,1004-13,명남더블레스,월세,16.22,"2,000",45,벚꽃로 110,오피스텔
서울특별시 금천구 독산동,1000-5,아크로타워Ⅱ,전세,24.35,"21,300",0,벚꽃로 154-1,오피스텔
서울특별시 강서구 마곡동,760,마곡나루역보타닉푸르지오시티,월세,22.2,"17,100",9,마곡중앙5로 6,오피스텔
서울특별시 강서구 마곡동,760,마곡나루역보타닉푸르지오시티,월세,22.2,"1,000",85,마곡중앙5로 6,오피스텔
서울특별시 강동구 강일동,677-2,아르페온1,월세,14.96,500,47,아리수로91길 24-5,오피스텔
서울특별시 영등포구 영등포동7가,94-356,넥스빌Ⅲ,월세,23.91,"1,000",80,국회대로54길 15-9,오피스텔
서울특별시 강서구 마곡동,760,마곡나루역보타닉푸르지오시티,월세,22.2,"17,100",15,마곡중앙5로 6,오피스텔
서울특별시 강서구 마곡동,758-3,마곡헤리움2차,월세,22.51,"14,900",15,마곡중앙5로1길 25,오피스텔
서울특별시 영등포구 영등포동7가,83-1,어써밋,전세,22.51,"16,500",0,국회대로52길 4,오피스텔
서울특별시 영등포구 영등포동7가,94-101,한가람 더원 201동,월세,24.97,"24,000",10,버드나루로 59,오피스텔
서울특별시 강서구 마곡동,776,마곡 파크뷰 대방디엠시티 오피스텔,월세,21.25,"1,000",72,마곡동로10길 23,오피스텔
서울특별시 관악구 신림동,1446-18,클래르오피스텔,월세,18.75,"1,000",58,봉천로 172,오피스텔
서울특별시 영등포구 양평동4가,161-1,밀레니엄,월세,29.79,"22,700",3,선유로53길 7,오피스텔
서울특별시 금천구 가산동,143-6,가산 지웰 에스테이트 2차,월세,17.25,500,62,가산로9길 12-8,오피스텔
서울특별시 동작구 상도동,183-28,그린시티,전세,21.87,"16,000",0,상도로26가길 9,오피스텔
서울특별시 강서구 마곡동,776,마곡 파크뷰 대방디엠시티 오피스텔,전세,21.25,"17,100",0,마곡동로10길 23,오피스텔
서울특별시 금천구 시흥동,789-34,(789-34),월세,20.06,500,35,독산로 162-1,오피스텔
서울특별시 강동구 성내동,610,힐스테이트 천호역 젠트리스,전세,17.05,"22,000",0,천호대로 1024,오피스텔
서울특별시 강동구 성내동,47-16,더존예가,월세,32.3,"5,000",79,천호옛17길 17-4,오피스텔
서울특별시 영등포구 영등포동7가,94-298,리첸스타 오피스텔,전세,19.3,"18,000",0,국회대로54길 15-1,오피스텔
서울특별시 금천구 독산동,145-2,한영솔레이유시티,월세,41.82,"22,980",12,시흥대로 485,오피스텔
서울특별시 금천구 독산동,1007-13,e편한세상 독산 더타워,월세,26.22,"1,000",80,범안로 1212,오피스텔
서울특별시 금천구 독산동,1007-13,e편한세상 독산 더타워,월세,26.22,"1,000",85,범안로 1212,오피스텔
서울특별시 금천구 독산동,302-7,주원블레어캐슬,월세,28.72,"1,000",130,두산로9길 17,오피스텔
서울특별시 금천구 독산동,331-4,우정오피스텔,월세,24.2,"5,500",5,범안로17길 23,오피스텔
서울특별시 금천구 독산동,292-21,독산헤리츠타워,월세,46.54,"17,160",17,범안로21길 28,오피스텔
서울특별시 금천구 독산동,999,YP오피스텔,전세,25.58,"22,890",0,범안로9길 66,오피스텔
서울특별시 금천구 독산동,1004-11,TERRASIUM,월세,17.45,"5,000",110,벚꽃로12길 9,오피스텔
서울특별시 금천구 독산동,1004-11,TERRASIUM,월세,17.45,"5,000",110,벚꽃로12길 9,오피스텔
서울특별시 금천구 가산동,235-15,세교 예지안 9차,전세,28.22,"19,800",0,두산로9가길 20,오피스텔
서울특별시 영등포구 영등포동6가,22-1,부자빌딩,월세,14.82,"15,700",6,영중로 69,오피스텔
서울특별시 관악구 봉천동,731-1,칸타빌레7차,월세,15.56,"1,000",78,보라매로 25,오피스텔
서울특별시 영등포구 영등포동5가,88,휴젠느,월세,34.42,"23,000",30,영중로22길 5,오피스텔
서울특별시 영등포구 영등포동4가,117-1,디타워,월세,14.26,"5,000",20,영신로32길 16,오피스텔
서울특별시 송파구 문정동,652,송파법조타운푸르지오시티,월세,17.47,"16,600",15,법원로4길 5,오피스텔
서울특별시 송파구 방이동,50,잠실엘퍼스트오피스텔,월세,18.07,"18,400",15,백제고분로51길 7,오피스텔
서울특별시 관악구 봉천동,970-18,태산빌딩,월세,14.18,"1,000",46,봉천로 247,오피스텔
서울특별시 영등포구 당산동6가,335-3,골드라인,월세,35.18,"28,000",5,당산로49길 9,오피스텔
서울특별시 강서구 마곡동,773-3,힐스테이트에코동익,월세,24.57,"1,000",85,공항대로 195,오피스텔
서울특별시 영등포구 영등포동3가,1-9,소담더블린,월세,17.13,"11,700",18,영등포로 264,오피스텔
서울특별시 관악구 봉천동,851-6,양지 하이슈타트,전세,29.75,"34,000",0,관악로 200,오피스텔
서울특별시 강서구 마곡동,797-14,힐스테이트에코마곡,월세,24.46,"16,200",6,공항대로 269-15,오피스텔
서울특별시 영등포구 양평동6가,94,선유도역 더블파크 투웨니퍼스트,월세,28.42,"10,500",70,양평로30길 38,오피스텔
서울특별시 구로구 신도림동,337,신도림1차푸르지오,전세,37.0,"28,000",0,경인로 661,오피스텔
서울특별시 영등포구 문래동6가,34-1,문래크라운팰리스,월세,28.17,"25,200",4,문래로 33,오피스텔
서울특별시 송파구 방이동,37-5,니도,월세,44.26,"5,000",230,오금로11길 23-13,오피스텔
서울특별시 동작구 노량진동,16-1,노량진 드림스퀘어 복합빌딩,월세,24.13,"1,000",84,노들로2길 7,오피스텔
서울특별시 관악구 봉천동,876-27,장원오피스텔,월세,16.7,"5,000",46,관악로17길 29,오피스텔
서울특별시 강서구 마곡동,784-9,마곡오드카운티2차,월세,30.37,"21,300",5,강서로 433,오피스텔
서울특별시 강동구 천호동,414,두산위브센티움,월세,31.37,"13,000",23,올림픽로70길 61,오피스텔
서울특별시 영등포구 여의도동,55-2,나라키움여의도빌딩,월세,22.89,"1,020",93,여의대방로 376,오피스텔
서울특별시 영등포구 여의도동,12-3,(주)신한 여의도 드림리버 오피스텔,전세,22.47,"22,000",0,은행로 54,오피스텔
서울특별시 영등포구 양평동2가,43-6,삼성코코빌,월세,24.21,"3,000",72,선유서로25길 34,오피스텔
서울특별시 강동구 천호동,167-2,다성이즈빌,월세,18.13,"13,700",12,성안로25길 54,오피스텔
서울특별시 강서구 마곡동,784-13,아르디에,전세,18.59,"11,700",0,강서로 423,오피스텔
서울특별시 구로구 오류동,6-317,아우레아,전세,29.98,"18,500",0,고척로 3,오피스텔
서울특별시 영등포구 신길동,160-37,한울빌딩,전세,51.24,"31,500",0,도신로 218,오피스텔
서울특별시 영등포구 신길동,22-5,대우 디오빌 골든뷰 오피스텔,월세,30.21,"1,000",85,영등포로57길 9,오피스텔
서울특별시 구로구 구로동,1132-26,중앙오피스텔,월세,17.1,"1,000",65,시흥대로161길 28,오피스텔
서울특별시 구로구 구로동,110,종인아네스트,월세,19.47,"10,000",15,공원로7길 11,오피스텔
서울특별시 구로구 구로동,44-5,비즈트위트 레인보우,전세,21.52,"9,900",0,공원로6길 25,오피스텔
서울특별시 구로구 구로동,44-8,비즈트위트 오렌지,월세,17.81,"3,000",45,공원로6가길 8,오피스텔
서울특별시 구로구 오류동,59-49,몽삐에뜨8차,전세,27.67,"21,000",0,경인로 226-7,오피스텔
서울특별시 구로구 오류동,10-11,마크포레스트,전세,24.66,"19,200",0,경인로 185,오피스텔
서울특별시 강서구 마곡동,793-2,갤럭시인텔리젼스,월세,17.37,"11,600",6,강서로 415,오피스텔
서울특별시 송파구 방이동,50-3,잠실 리버리치,월세,27.46,"2,000",140,오금로11길 65,오피스텔
서울특별시 강동구 길동,457-4,거산 유팰리스,월세,21.28,"12,000",50,천호대로 1131,오피스텔
서울특별시 송파구 송파동,58-14,(58-14),전세,35.48,"34,000",0,백제고분로45길 38-9,오피스텔
서울특별시 구로구 구로동,651-2,퀸즈파크 구일,월세,17.36,"1,000",65,구일로 130,오피스텔
서울특별시 송파구 문정동,618,파크하비오,월세,48.93,"41,000",8,송파대로 111,오피스텔
서울특별시 관악구 신림동,534-2,길상 오피스텔,월세,19.32,"9,500",18,신사로 76,오피스텔
서울특별시 관악구 신림동,1423-13,DH TOWER,전세,19.9,"19,000",0,남부순환로181길 33,오피스텔
서울특별시 강동구 천호동,425-3,천호역 한강 푸르지오시티,월세,25.24,"1,000",80,구천면로 192,오피스텔
서울특별시 관악구 남현동,1061-13,네스코 로와,전세,15.34,"18,000",0,남현1길 68-18,오피스텔
서울특별시 영등포구 당산동3가,1-7,더하우스,월세,29.93,"30,000",15,양산로 163,오피스텔
서울특별시 송파구 문정동,618,파크하비오,월세,23.76,"15,200",35,송파대로 111,오피스텔
서울특별시 강동구 천호동,451-20,오피스텔 트레벨,전세,26.33,"13,500",0,천호대로 1057,오피스텔
서울특별시 영등포구 당산동1가,140-1,현대가우스빌,월세,34.09,"25,000",20,영신로43길 17,오피스텔
서울특별시 송파구 잠실동,249-3,나인팰리스,월세,23.12,"10,000",80,삼전로7길 9,오피스텔
서울특별시 송파구 문정동,643-1,엠스테이트,월세,26.15,"1,000",103,법원로 114,오피스텔
서울특별시 영등포구 양평동3가,37-3,더라임,월세,21.88,"23,700",12,양산로9길 11,오피스텔
서울특별시 관악구 신림동,1421-11,(1421-11),월세,18.13,"1,000",50,신림로64길 41,오피스텔
서울특별시 관악구 신림동,1419-27,(1419-27),월세,19.92,"1,000",53,신림로68길 40,오피스텔
서울특별시 서초구 서초동,1601-7,더 칸톤 서초,월세,46.94,"2,000",260,효령로55길 10,오피스텔
서울특별시 구로구 구로동,186-7,예성유토피아,월세,64.24,"6,000",130,도림천로 446,오피스텔
서울특별시 영등포구 당산동,121-111,다빈치,월세,16.83,"3,000",44,국회대로55길 30,오피스텔
서울특별시 영등포구 영등포동2가,94-154,여의도 디앤써밋,월세,17.12,"1,000",70,버드나루로 23,오피스텔
서울특별시 영등포구 양평동3가,56-5,양평동갤럭시오피스텔,월세,29.5,"2,000",110,선유서로34길 17,오피스텔
서울특별시 영등포구 영등포동7가,94-57,은석오피스텔,월세,19.38,"12,000",10,국회대로55길 4,오피스텔
서울특별시 강서구 마곡동,739-4,마곡 헤리움1차,월세,24.07,"1,000",73,마곡서1로 115-1,오피스텔
서울특별시 강동구 천호동,50-13,프라임빌딩,월세,18.44,"1,000",58,양재대로 1539,오피스텔
서울특별시 금천구 가산동,236-10,명남더블레스,전세,27.72,"30,200",0,가산로5길 66,오피스텔
서울특별시 강서구 마곡동,760,마곡나루역보타닉푸르지오시티,월세,22.2,"5,400",52,마곡중앙5로 6,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"1,194",34,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"2,985",31,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,345",34,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,150",32,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,030",31,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,345",34,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,345",34,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"8,284",7,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"7,504",6,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"1,338",39,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,366-7,힐스테이트 장안 센트럴,월세,59.29,"3,000",235,장한로 110,오피스텔
서울특별시 동대문구 장안동,364-6,위산일리온시티,전세,26.45,"26,000",0,장한로 78,오피스텔
서울특별시 마포구 상암동,1734,상암 한화 오벨리스크,월세,19.93,"4,000",43,구룡길 19,오피스텔
서울특별시 마포구 상암동,1734,상암 한화 오벨리스크,월세,24.22,"1,000",70,구룡길 19,오피스텔
서울특별시 마포구 성산동,593-1,벽산상암스마트큐브,월세,19.2,"15,500",7,월드컵로34길 14,오피스텔
서울특별시 마포구 성산동,590-5,상암월드시티,월세,19.81,"1,000",77,월드컵로34길 13,오피스텔
서울특별시 마포구 성산동,593-5,상암미르웰한올림,월세,16.36,500,70,모래내로3길 11,오피스텔
서울특별시 마포구 성산동,593-5,상암미르웰한올림,월세,16.36,"13,600",25,모래내로3길 11,오피스텔
서울특별시 마포구 성산동,593-5,상암미르웰한올림,월세,16.36,"1,000",80,모래내로3길 11,오피스텔
서울특별시 마포구 성산동,590-4,KCC상암스튜디오380,월세,20.35,500,66,모래내로1길 20,오피스텔
서울특별시 강남구 역삼동,825-24,강남역 효성해링턴 타워 더퍼스트,월세,22.85,"23,400",10,강남대로84길 15,오피스텔
서울특별시 강남구 역삼동,720-22,amco square 720,전세,29.32,"22,000",0,언주로85길 14,오피스텔
서울특별시 강남구 역삼동,703-7,루트원 레지던스,월세,25.02,"19,000",23,언주로98길 36,오피스텔
서울특별시 강남구 역삼동,703-6,K타워 오피스텔,월세,21.26,130,105,언주로98길 32,오피스텔
서울특별시 동대문구 답십리동,497-23,청계 푸르지오시티,월세,20.62,"11,000",20,천호대로 257,오피스텔
서울특별시 중랑구 망우동,564-5,삼부,전세,21.19,"14,114",0,상봉로 134,오피스텔
서울특별시 동대문구 전농동,597-11,전농동복합시설(청량리역DUO196),월세,19.99,"1,000",75,왕산로 244,오피스텔
서울특별시 강남구 개포동,186-13,메트하임,월세,22.0,"1,000",110,개포로 504,오피스텔
서울특별시 중랑구 망우동,564-5,삼부,월세,21.55,"15,750",2,상봉로 134,오피스텔
서울특별시 중랑구 망우동,506-8,(506-8),월세,17.64,"9,800",5,상봉로 110,오피스텔
서울특별시 양천구 목동,514-18,어바니엘,월세,19.82,"1,000",92,공항대로 630,오피스텔
서울특별시 양천구 목동,516-2,목동 아가도스 오피스텔,월세,29.88,"24,100",6,공항대로 650,오피스텔
서울특별시 양천구 목동,917-9,현대41타워,월세,50.47,"1,500",140,목동동로 293,오피스텔
서울특별시 양천구 목동,907-10,현대파리지앙,월세,33.88,"16,000",10,목동서로 57,오피스텔
서울특별시 양천구 목동,907-10,현대파리지앙,월세,33.88,"15,600",10,목동서로 57,오피스텔
서울특별시 강남구 자곡동,600,강남 푸르지오시티 1차,월세,25.06,"10,000",45,자곡로 191,오피스텔
서울특별시 강남구 자곡동,658,강남힐스테이트에코,전세,24.12,"14,000",0,자곡로 202,오피스텔
서울특별시 동대문구 용두동,787,동의보감타워,월세,36.02,"1,000",60,왕산로 128,오피스텔
서울특별시 동대문구 용두동,255-71,청계 다우아트리체,월세,16.99,"13,000",25,청계천로 505,오피스텔
서울특별시 동대문구 용두동,255-70,청계다우 아트리체 디벨,전세,19.96,"19,700",0,청계천로 503,오피스텔
서울특별시 강서구 염창동,283-15,루나클래식2,월세,29.72,"2,000",110,공항대로81길 6,오피스텔
서울특별시 강서구 염창동,261,염창역한강투웨니퍼스트,월세,29.98,"23,400",25,공항대로81길 36,오피스텔
서울특별시 강남구 삼성동,141-10,삼성동 롯데캐슬 클라쎄,월세,19.89,"1,000",100,테헤란로63길 9,오피스텔
서울특별시 강남구 삼성동,142-3,LG선릉에클라트B,전세,39.99,"24,990",0,테헤란로63길 12,오피스텔
서울특별시 마포구 합정동,473,마포 한강 2차 푸르지오,월세,23.43,"1,000",107,월드컵로3길 14,오피스텔
서울특별시 마포구 합정동,382-20,스퀘어리버뷰합정,월세,18.86,"27,000",5,양화로 13,오피스텔
서울특별시 광진구 화양동,17-68,세종에버그린,월세,35.0,"3,000",110,광나루로16길 19,오피스텔
서울특별시 강남구 대치동,891-23,대치동 대우아이빌 명문가,전세,34.2,"22,900",0,선릉로90길 56,오피스텔
서울특별시 강북구 번동,449-22,삼보힐,월세,17.85,"1,000",60,덕릉로 93,오피스텔
서울특별시 강서구 등촌동,628-13,현대프린스텔,월세,21.66,"1,000",50,양천로 510,오피스텔
서울특별시 강서구 등촌동,685,경동미르웰양천향교2차,월세,29.68,"20,000",37,강서로56가길 166,오피스텔
서울특별시 강서구 등촌동,628-17,강변샤르망3단지,월세,63.16,"1,500",126,공항대로45길 95,오피스텔
서울특별시 강서구 등촌동,656-58,등촌 미르웰 한올림 3차,월세,14.41,"13,200",7,공항대로45길 25,오피스텔
서울특별시 강남구 도곡동,467-17,타워팰리스,월세,79.86,"20,000",400,언주로30길 57,오피스텔
서울특별시 은평구 진관동,60,은평뉴타운솔하임,월세,28.12,"17,000",25,통일로 1080,오피스텔
서울특별시 마포구 도화동,571,나눔빌딩,월세,29.12,"2,000",100,도화길 43,오피스텔
서울특별시 마포구 도화동,556,에스케이허브그린,월세,38.51,"1,000",105,마포대로 73,오피스텔
서울특별시 마포구 도화동,555,마포 한화 오벨리스크,전세,28.71,"25,000",0,마포대로 33,오피스텔
서울특별시 마포구 도화동,36,고려아카데미텔,전세,20.25,"13,500",0,마포대로 52,오피스텔
서울특별시 은평구 진관동,100,은평헤스티아,월세,26.23,"1,000",65,통일로 1030,오피스텔
서울특별시 광진구 중곡동,341-3,아뜰리에,월세,17.97,"10,000",41,능동로38길 38,오피스텔
서울특별시 광진구 중곡동,190-3,위너스텔,월세,20.72,300,51,동일로 418,오피스텔
서울특별시 광진구 중곡동,119-9,중곡에스하임3,월세,29.97,"2,890",30,천호대로 621,오피스텔
서울특별시 광진구 중곡동,119-9,중곡에스하임3,월세,29.97,"2,890",30,천호대로 621,오피스텔
서울특별시 광진구 중곡동,119-9,중곡에스하임3,월세,29.89,"4,804",50,천호대로 621,오피스텔
서울특별시 광진구 중곡동,119-9,중곡에스하임3,월세,29.89,"2,819",29,천호대로 621,오피스텔
서울특별시 도봉구 창동,659-29,삼성쉐르빌퍼스티,월세,33.59,500,65,도봉로 476,오피스텔
서울특별시 도봉구 창동,296-9,애스테이2차,전세,56.9,"29,000",0,해등로14길 22-5,오피스텔
서울특별시 마포구 신공덕동,3-3,블루마리오피스텔,월세,18.02,"15,500",2,만리재로 63,오피스텔
서울특별시 강남구 논현동,225-6,논현 아이파크,전세,27.56,"38,000",0,언주로 615,오피스텔
서울특별시 성동구 성수동1가,656-698,서울숲테라,월세,21.2,"2,000",140,아차산로1길 17,오피스텔
서울특별시 마포구 공덕동,26-7,백상프로포즈오피스텔,전세,49.0,"29,500",0,만리재로 105,오피스텔
서울특별시 중구 충무로5가,36-19,이지마루 충무로,월세,36.48,"27,000",12,퇴계로49길 26,오피스텔
서울특별시 마포구 공덕동,475,공덕푸르지오시티,월세,34.39,"1,000",99,마포대로 156,오피스텔
서울특별시 용산구 용산동5가,24,파크타워,월세,99.77,"10,000",400,서빙고로 67,오피스텔
서울특별시 종로구 혜화동,64-1,엘루체,월세,25.44,"3,000",125,창경궁로 287,오피스텔
서울특별시 노원구 중계동,506,(506),월세,93.37,"40,000",50,동일로203가길 29,오피스텔
서울특별시 노원구 중계동,509-1,씨앤미,월세,34.67,"1,000",70,동일로204가길 34,오피스텔
서울특별시 강서구 화곡동,368-32,엔에스타운,전세,45.2,"27,000",0,가로공원로 208,오피스텔
서울특별시 강서구 화곡동,987-1,강서구청 파크뷰 에버,월세,15.43,"12,960",7,화곡로 297,오피스텔
서울특별시 강서구 화곡동,987-1,강서구청 파크뷰 에버,월세,15.43,"12,000",20,화곡로 297,오피스텔
서울특별시 강서구 화곡동,905-11,브릴리언트 화곡,월세,29.99,"1,000",110,강서로5가길 37-5,오피스텔
서울특별시 강서구 화곡동,938-9,늘예솔하우스,전세,29.51,"20,000",0,월정로20길 13,오피스텔
서울특별시 강서구 화곡동,24-79,줄리엣오피스텔,월세,25.42,"1,000",60,화곡로42나길 6-6,오피스텔
서울특별시 은평구 불광동,274-7,경인에버빌,월세,20.7,"1,000",90,통일로 738-2,오피스텔
서울특별시 서대문구 연희동,340-27,현대싱그런,전세,89.73,"50,000",0,성산로 371,오피스텔
서울특별시 은평구 응암동,110-27,신아굿모닝빌,월세,40.18,"21,900",20,은평로8길 10-3,오피스텔
서울특별시 서대문구 합동,116,SK리쳄블,월세,34.22,"21,000",10,서소문로 45,오피스텔
서울특별시 서대문구 대현동,104-5,신촌푸르지오시티,전세,26.82,"23,000",0,신촌역로 7,오피스텔
서울특별시 서대문구 홍제동,158-11,제니스,전세,22.24,"17,500",0,통일로35길 14-4,오피스텔
서울특별시 중구 황학동,1715,디아레나청계,전세,35.42,"33,000",0,난계로21길 22,오피스텔
서울특별시 중구 황학동,787,한양 I-Class,월세,19.05,"1,000",67,난계로 173,오피스텔
서울특별시 강서구 가양동,187-7,플래티노,월세,17.24,100,30,양천로49길 34,오피스텔
서울특별시 동대문구 청량리동,235-6,힐스테이트 청량리역,전세,34.4,"35,000",0,왕산로 239,오피스텔
서울특별시 동대문구 청량리동,235-6,힐스테이트 청량리역,전세,21.2,"21,000",0,왕산로 239,오피스텔
서울특별시 동대문구 장안동,416-2,슈프림오피스텔,전세,24.53,"12,800",0,한천로2길 94,오피스텔
서울특별시 동대문구 장안동,373-4,센트럴장안오피스텔,월세,24.23,"19,800",15,한천로24길 77,오피스텔
서울특별시 동대문구 장안동,381-1,우민에뜨와르오피스텔,월세,34.95,"1,000",70,한천로24길 70,오피스텔
서울특별시 동대문구 장안동,373-4,센트럴장안오피스텔,월세,24.23,"19,800",15,한천로24길 77,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.13,200,38,장한로24길 39,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,180",33,장한로24길 39,오피스텔
서울특별시 강서구 화곡동,1161,강서 동도센트리움,월세,19.57,"8,550",10,공항대로46길 28,오피스텔
서울특별시 강서구 화곡동,1063-8,서안EZtel,월세,31.59,"3,000",50,화곡로 185,오피스텔
서울특별시 은평구 진관동,100,은평헤스티아,월세,23.19,"1,000",65,통일로 1030,오피스텔
서울특별시 용산구 문배동,24-21,용산아크로타워,전세,46.29,"41,000",0,백범로90길 26,오피스텔
서울특별시 용산구 문배동,11-10,용산KCC웰츠타워,월세,29.97,"15,000",55,백범로90길 90,오피스텔
서울특별시 성북구 장위동,8-2,석계역 한일노벨리아시티,월세,18.03,"1,000",70,화랑로 299,오피스텔
서울특별시 은평구 진관동,100-5,메이플카운티,월세,24.17,"3,000",48,진관1로 21-39,오피스텔
서울특별시 용산구 한강로1가,50-1,용산파크자이,월세,39.03,"8,000",80,한강대로 205,오피스텔
서울특별시 강서구 등촌동,648-11,한울에이치밸리움2차아파트,월세,42.64,"10,000",70,공항대로59가길 10,오피스텔
서울특별시 강서구 등촌동,628-17,강변샤르망3단지,월세,63.16,"2,000",150,공항대로45길 95,오피스텔
서울특별시 강서구 등촌동,656-1,경동미르웰한올림,월세,17.99,"1,000",67,공항대로45가길 29,오피스텔
서울특별시 강서구 등촌동,685,경동미르웰양천향교2차,월세,29.68,"23,400",19,강서로56가길 166,오피스텔
서울특별시 강서구 등촌동,565-6,도원더52,전세,29.05,"25,000",0,등촌로 79,오피스텔
서울특별시 강서구 등촌동,648-6,비원오피스텔,월세,40.37,"1,000",70,공항대로 525,오피스텔
서울특별시 강북구 수유동,45-1,평익타워,월세,29.31,"1,000",85,노해로 3,오피스텔
서울특별시 종로구 내수동,73,경희궁의 아침 4단지,월세,40.03,"2,000",120,새문안로3길 23,오피스텔
서울특별시 종로구 내수동,75,용비어천가,월세,37.56,"1,000",120,새문안로3길 36,오피스텔
서울특별시 종로구 내수동,72,경희궁의 아침 3단지,월세,37.5,200,170,사직로8길 34,오피스텔
서울특별시 은평구 진관동,73,웅신 미켈란의 아침,월세,19.06,"10,000",18,진관2로 15-8,오피스텔
서울특별시 마포구 상암동,1597,사보이시티디엠씨,월세,21.65,"1,000",65,월드컵북로54길 17,오피스텔
서울특별시 마포구 상암동,1596,"상암DMC푸르지오시티, S-City",월세,18.4,"1,000",84,월드컵북로54길 25,오피스텔
서울특별시 마포구 상암동,1596,"상암DMC푸르지오시티, S-City",월세,20.32,"17,460",10,월드컵북로54길 25,오피스텔
서울특별시 동대문구 청량리동,235-6,힐스테이트 청량리역,월세,20.92,"1,000",104,왕산로 239,오피스텔
서울특별시 동대문구 장안동,466-17,GOLDEN LUCE,월세,38.41,"28,500",10,장한로2길 76,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.13,"2,985",31,장한로24길 39,오피스텔
서울특별시 양천구 신정동,318-6,동문비젼오피스텔,전세,41.4,"18,000",0,목동서로 287,오피스텔
서울특별시 성동구 용답동,238-7,(238-7),월세,24.34,"2,805",29,가람길 267,오피스텔
서울특별시 마포구 성산동,278-8,샬롬 오피스텔,월세,19.38,"3,000",45,성산로2길 31,오피스텔
서울특별시 마포구 성산동,593-7,마포상암시티프라디움리버,월세,17.02,"2,000",85,모래내로1길 4,오피스텔
서울특별시 마포구 성산동,590-4,KCC상암스튜디오380,월세,20.35,"1,000",80,모래내로1길 20,오피스텔
서울특별시 도봉구 도봉동,63,힐스테이트 도봉역 웰가,월세,74.14,"5,000",165,도봉로180나길 19,오피스텔
서울특별시 강남구 수서동,716,사이룩스,전세,30.25,"18,500",0,광평로 295,오피스텔
서울특별시 마포구 성산동,232-1,엔트라움마포,전세,34.7,"38,200",0,동교로19길 102,오피스텔
서울특별시 성동구 성수동2가,289-290,테라289,전세,15.03,"25,000",0,아차산로5길 26,오피스텔
서울특별시 성동구 성수동2가,299-140,성수 더힐 센트럴파크뷰,전세,23.33,"31,500",0,성수일로12가길 6,오피스텔
서울특별시 마포구 성산동,232-1,엔트라움마포,전세,34.72,"37,600",0,동교로19길 102,오피스텔
서울특별시 마포구 성산동,592-5,상암 우남퍼스트빌스타,월세,16.79,"1,000",75,모래내로 5,오피스텔
서울특별시 마포구 성산동,592-5,상암 우남퍼스트빌스타,월세,16.91,"1,000",75,모래내로 5,오피스텔
서울특별시 동대문구 장안동,337-5,희담재,월세,29.53,"3,180",33,장한로24길 39,오피스텔
서울특별시 강서구 가양동,1479-9,휴먼빌,월세,25.64,"1,000",55,양천로57길 9-13,오피스텔
서울특별시 강서구 가양동,257-1,마곡보타닉투웨니퍼스트,월세,28.33,"27,000",13,양천로47길 12,오피스텔
서울특별시 종로구 연지동,193-2,주함해븐타워,월세,18.52,60,35,종로31길 46-30,오피스텔
서울특별시 종로구 연지동,193-2,주함해븐타워,월세,18.52,60,35,종로31길 46-30,오피스텔
서울특별시 종로구 연지동,193-1,주함해븐타워,월세,18.52,60,35,종로31길 46-38,오피스텔
서울특별시 광진구 구의동,589-10,구의아크로리버,월세,25.34,"15,000",25,구의강변로 64,오피스텔
